EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
148,23,No,Travel_Rarely,527,Research & Development,9,4,Medical,1.0,4,Female,72,2,Research Director,3,Single,11599.0,2,No,21,3,3,80,2,5,2,3,1,1,1,1
149,42,No,Travel_Rarely,472,Sales,10,5,Life Sciences,1.0,4,Female,65,4,Sales Representative,4,Single,10402.0,4,No,25,3,3,80,1,24,2,4,21,1,10,3
150,39,No,Travel_Rarely,455,Human Resources,8,5,Medical,1.0,3,Male,62,3,Human Resources,4,Married,10019.0,6,No,15,3,1,80,3,21,3,4,20,4,2,0
151,39,No,Travel_Rarely,605,Research & Development,8,4,Life Sciences,1.0,3,Female,83,3,Manufacturing Director,4,Married,13315.0,3,Yes,16,2,3,80,0,21,3,3,1,1,1,1
152,40,No,Travel_Rarely,365,Sales,16,3,Life Sciences,1.0,4,Female,50,2,Sales Executive,3,Single,8044.0,2,No,22,3,3,80,3,22,5,3,11,0,3,5
153,30,No,Travel_Rarely,389,Sales,4,3,Medical,1.0,3,Female,53,2,Sales Representative,2,Married,8566.0,1,No,21,3,3,80,1,12,4,3,5,1,2,2
154,39,No,Travel_Rarely,304,Sales,10,2,Life Sciences,1.0,3,Male,41,3,Sales Executive,4,Married,6697.0,5,No,21,3,3,80,1,21,0,3,2,1,0,0
155,39,No,Travel_Rarely,625,Research & Development,7,4,Life Sciences,1.0,3,Male,86,2,Research Director,3,Married,13761.0,6,Yes,22,3,2,80,0,21,4,4,3,0,0,1
156,29,No,Travel_Rarely,660,Research & Development,23,2,Technical Degree,1.0,2,Female,90,3,Manufacturing Director,4,Single,14540.0,7,Yes,22,4,2,80,2,11,3,4,11,1,3,3
157,55,No,Travel_Frequently,489,Research & Development,5,3,Technical Degree,1.0,1,Male,67,3,Laboratory Technician,1,Divorced,10776.0,6,No,17,3,2,80,0,37,3,3,2,2,2,2
158,41,No,Travel_Rarely,578,Human Resources,14,4,Human Resources,1.0,1,Female,79,3,Manager,2,Married,12734.0,3,No,14,3,1,80,1,23,4,3,1,1,1,1
159,25,No,Travel_Frequently,260,Sales,11,3,Other,1.0,1,Male,35,3,Sales Executive,1,Married,5729.0,4,No,22,3,1,80,1,7,1,3,4,4,1,4
160,43,No,Non-Travel,614,Research & Development,8,2,Life Sciences,1.0,3,Female,84,3,Research Director,3,Divorced,13519.0,3,No,19,3,1,80,2,25,2,4,6,6,0,6
161,27,No,Travel_Rarely,308,Research & Development,7,3,Life Sciences,1.0,3,Male,42,2,Laboratory Technician,3,Single,6794.0,1,No,19,3,2,80,0,9,3,3,2,2,2,0
162,44,No,Travel_Rarely,434,Research & Development,16,4,Medical,1.0,2,Male,59,2,Laboratory Technician,3,Married,9569.0,7,Yes,25,3,2,80,1,26,2,4,10,4,1,1
163,48,No,Travel_Frequently,477,Sales,8,4,Technical Degree,1.0,3,Male,65,4,Sales Executive,3,Married,10511.0,6,Yes,23,3,4,80,1,30,3,2,6,3,2,6
164,28,No,Travel_Rarely,402,Research & Development,2,4,Life Sciences,1.0,2,Female,55,3,Research Scientist,2,Single,8859.0,6,Yes,21,3,3,80,1,10,3,3,10,0,3,10
165,46,No,Travel_Rarely,493,Sales,23,5,Medical,1.0,2,Female,67,3,Sales Representative,4,Married,10853.0,7,No,23,3,1,80,0,28,2,3,2,1,2,2
166,41,No,Travel_Rarely,423,Sales,15,4,Other,1.0,3,Male,58,2,Sales Executive,3,Single,9313.0,4,No,25,3,2,80,0,23,5,3,7,2,1,4
167,45,No,Non-Travel,417,Human Resources,10,2,Life Sciences,1.0,1,Male,57,3,Human Resources,3,Married,9175.0,4,No,11,4,4,80,1,27,2,3,15,2,1,0
168,55,No,Travel_Frequently,514,Research & Development,6,4,Medical,1.0,3,Male,70,3,Research Scientist,4,Married,11316.0,8,No,19,3,4,80,1,37,3,2,0,0,0,0
169,34,Yes,Travel_Rarely,340,Human Resources,21,4,Marketing,1.0,3,Male,46,3,Human Resources,1,Married,7487.0,2,Yes,20,3,4,80,0,16,2,1,4,1,4,2
170,29,No,Travel_Frequently,301,Sales,10,3,Medical,1.0,3,Female,41,3,Sales Executive,4,Divorced,6623.0,0,No,20,3,2,80,0,11,3,3,5,1,4,5
171,28,No,Travel_Rarely,312,Human Resources,7,4,Marketing,1.0,4,Male,43,4,Healthcare Representative,2,Divorced,6884.0,3,No,17,3,3,80,1,10,3,2,4,0,3,1
172,28,No,Travel_Rarely,544,Research & Development,11,4,Life Sciences,1.0,2,Male,74,3,Research Director,3,Married,11979.0,1,No,25,3,4,80,2,10,2,2,2,2,0,0
173,36,No,Travel_Rarely,394,Sales,6,5,Life Sciences,1.0,2,Female,54,2,Sales Executive,4,Single,8683.0,1,Yes,22,3,3,80,0,18,2,3,0,0,0,0
174,40,No,Travel_Rarely,370,Sales,9,3,Life Sciences,1.0,4,Male,50,3,Sales Representative,2,Divorced,8157.0,4,No,17,3,1,80,3,22,2,3,14,11,0,3
175,39,No,Travel_Rarely,354,Research & Development,11,3,Other,1.0,3,Female,48,4,Research Scientist,4,Married,7799.0,4,No,11,3,1,80,0,21,0,2,4,0,4,2
176,45,Yes,Travel_Rarely,655,Research & Development,16,4,Life Sciences,1.0,2,Male,90,3,Research Director,1,Married,14428.0,7,No,15,4,2,80,0,27,2,3,0,0,0,0
177,37,No,Travel_Rarely,474,Sales,16,5,Human Resources,1.0,3,Male,65,3,Sales Executive,2,Married,10440.0,4,No,15,3,3,80,0,19,4,3,3,2,1,1
178,51,Yes,Travel_Rarely,563,Research & Development,10,5,Technical Degree,1.0,3,Female,77,4,Laboratory Technician,2,Single,12395.0,4,Yes,15,3,4,80,0,33,5,4,1,1,1,1
179,34,No,Travel_Rarely,311,Research & Development,13,3,Marketing,1.0,1,Male,42,4,Laboratory Technician,4,Married,6862.0,1,No,16,3,4,80,0,16,4,2,2,0,2,0
180,60,No,Travel_Rarely,474,Research & Development,11,2,Life Sciences,1.0,1,Male,65,3,Research Scientist,4,Single,10438.0,7,No,16,3,1,80,2,42,2,3,11,7,0,9
181,43,No,Travel_Rarely,664,Research & Development,11,4,Life Sciences,1.0,4,Female,91,4,Research Director,2,Married,14623.0,5,No,15,3,1,80,2,21,5,2,5,5,0,5
182,28,Yes,Travel_Rarely,258,Research & Development,11,2,Medical,1.0,2,Female,35,2,Laboratory Technician,1,Married,5691.0,5,Yes,25,3,3,80,0,10,1,2,1,1,1,1
183,26,No,Travel_Frequently,431,Sales,15,4,Life Sciences,1.0,3,Female,59,3,Sales Executive,3,Divorced,9496.0,4,Yes,23,4,4,80,3,8,2,3,8,0,1,1
184,41,No,Travel_Frequently,275,Sales,3,1,Life Sciences,1.0,2,Female,37,3,Sales Executive,4,Married,6063.0,4,No,17,3,1,80,1,23,3,3,1,1,1,0
185,34,No,Travel_Rarely,540,Research & Development,8,2,Technical Degree,1.0,2,Male,74,3,Research Director,3,Married,11883.0,4,Yes,12,3,3,80,0,16,1,2,2,2,0,2
186,44,No,Travel_Rarely,341,Research & Development,8,1,Life Sciences,1.0,3,Male,46,3,Research Scientist,1,Single,7514.0,5,No,21,3,2,80,0,26,5,3,0,0,0,0
187,41,No,Travel_Frequently,410,Sales,10,2,Technical Degree,1.0,4,Female,56,3,Sales Representative,4,Married,9038.0,4,No,24,3,3,80,1,23,2,3,22,3,0,5
188,36,No,Travel_Rarely,330,Research & Development,10,2,Medical,1.0,4,Male,45,3,Research Scientist,3,Married,7279.0,2,Yes,11,3,3,80,1,18,3,3,3,3,1,3
189,28,Yes,Travel_Rarely,571,Research & Development,20,4,Medical,1.0,1,Male,78,3,Research Director,1,Single,12578.0,0,No,16,3,2,80,1,10,3,3,1,0,1,1
190,21,No,Non-Travel,323,Human Resources,7,4,Medical,1.0,4,Male,44,4,Human Resources,4,Married,7115.0,3,Yes,25,3,1,80,0,3,5,4,3,3,3,3
191,32,Yes,Non-Travel,312,Research & Development,11,2,Medical,1.0,1,Male,43,2,Research Scientist,1,Married,6882.0,4,Yes,23,3,3,80,1,14,3,1,0,0,0,0
192,45,Yes,Travel_Frequently,374,Sales,7,2,Medical,1.0,2,Male,51,3,Sales Representative,1,Married,8236.0,3,No,14,3,3,80,1,27,3,2,16,2,0,7
193,39,Yes,Travel_Frequently,380,Sales,7,3,Marketing,1.0,4,Male,52,3,Sales Representative,1,Divorced,8369.0,4,Yes,24,3,4,80,1,21,5,3,0,0,0,0
194,24,No,Travel_Rarely,358,Research & Development,12,4,Life Sciences,1.0,3,Female,49,1,Laboratory Technician,4,Single,7893.0,4,Yes,16,3,3,80,1,6,5,2,6,4,0,2
195,38,No,Travel_Rarely,481,Sales,15,2,Technical Degree,1.0,3,Male,66,2,Manager,3,Married,10588.0,4,Yes,15,3,4,80,3,20,2,3,15,1,1,5
196,40,No,Non-Travel,336,Research & Development,12,2,Life Sciences,1.0,1,Female,46,4,Laboratory Technician,3,Married,7412.0,3,No,25,3,3,80,0,22,1,3,1,1,1,1
197,28,Yes,Travel_Frequently,443,Research & Development,5,4,Marketing,1.0,1,Female,60,3,Manager,1,Single,9750.0,0,No,13,3,1,80,0,10,1,4,0,0,0,0
198,38,No,Travel_Rarely,443,Research & Development,24,5,Life Sciences,1.0,3,Male,60,3,Research Scientist,2,Divorced,9753.0,4,No,11,3,4,80,0,20,3,3,4,4,0,1
199,37,No,Travel_Rarely,477,Research & Development,14,2,Marketing,1.0,4,Male,65,2,Manager,2,Divorced,10504.0,2,No,25,3,4,80,2,19,6,3,6,0,2,1
200,25,No,Travel_Rarely,295,Sales,7,2,Life Sciences,1.0,4,Male,40,3,Sales Representative,3,Married,6509.0,2,No,18,3,3,80,0,7,0,3,2,1,1,2
201,40,No,Travel_Rarely,425,Research & Development,4,4,Life Sciences,1.0,2,Male,58,1,Laboratory Technician,1,Divorced,9355.0,5,No,15,3,3,80,0,22,1,3,2,2,0,2
202,42,Yes,Travel_Rarely,670,Research & Development,10,4,Other,1.0,4,Female,92,3,Manufacturing Director,1,Single,14757.0,3,Yes,17,4,4,80,3,24,3,2,7,0,0,1
203,47,No,Travel_Frequently,497,Sales,16,4,Medical,1.0,2,Male,68,3,Sales Representative,3,Single,10942.0,7,No,18,3,3,80,2,29,2,4,26,0,1,2
204,47,No,Travel_Rarely,414,Human Resources,14,3,Medical,1.0,4,Male,56,3,Human Resources,1,Single,9113.0,5,Yes,22,3,2,80,1,29,1,3,3,3,0,2
205,23,No,Travel_Frequently,203,Sales,18,1,Life Sciences,1.0,4,Male,30,3,Sales Executive,2,Married,4943.9992,2,Yes,24,3,2,80,1,5,4,2,4,0,4,3
206,27,No,Travel_Rarely,531,Human Resources,5,3,Medical,1.0,2,Female,73,3,Manager,1,Married,11703.0,5,No,13,3,1,80,3,9,4,1,9,1,1,1
207,42,No,Travel_Frequently,425,Sales,5,5,Technical Degree,1.0,3,Male,58,3,Sales Executive,2,Divorced,9358.0,5,No,20,1,1,80,1,24,2,3,3,3,1,3
208,42,No,Travel_Rarely,381,Research & Development,5,2,Life Sciences,1.0,3,Female,52,4,Research Scientist,4,Married,8385.0,4,No,15,4,4,80,1,24,3,1,2,0,2,2
209,42,No,Travel_Rarely,474,Sales,19,4,Medical,1.0,4,Female,65,3,Sales Executive,4,Single,10435.0,3,No,18,3,1,80,1,24,3,4,4,2,4,4
210,60,Yes,Non-Travel,572,Human Resources,14,5,Medical,1.0,4,Male,78,3,Human Resources,3,Divorced,12591.0,7,Yes,17,3,1,80,0,42,5,3,0,0,0,0
211,42,No,Travel_Rarely,447,Research & Development,13,4,Life Sciences,1.0,3,Male,61,1,Research Scientist,3,Married,9840.0,5,No,21,3,3,80,3,24,3,3,16,3,1,16
212,48,No,Travel_Rarely,642,Research & Development,5,3,Life Sciences,1.0,1,Male,88,3,Manufacturing Director,4,Divorced,14127.0,5,Yes,13,3,3,80,0,30,4,4,0,0,0,0
213,46,No,Travel_Rarely,389,Research & Development,7,2,Life Sciences,1.0,3,Male,53,3,Research Scientist,3,Married,8564.0,7,Yes,13,3,3,80,2,28,4,2,16,0,4,1
214,43,No,Travel_Rarely,489,Sales,18,5,Life Sciences,1.0,3,Male,67,3,Sales Representative,1,Single,10764.0,6,No,20,3,3,80,2,25,0,2,19,1,2,3
215,33,No,Travel_Rarely,326,Sales,4,2,Life Sciences,1.0,1,Male,44,3,Sales Executive,4,Divorced,7191.0,6,Yes,17,3,4,80,1,15,1,3,15,0,2,15
216,44,No,Travel_Rarely,706,Research & Development,10,4,Life Sciences,1.0,1,Male,97,3,Research Director,3,Divorced,15537.0,6,No,21,3,2,80,1,26,2,3,0,0,0,0
217,60,No,Travel_Rarely,457,Research & Development,6,2,Marketing,1.0,4,Female,62,3,Laboratory Technician,3,Married,10054.0,4,No,15,3,3,80,0,42,2,4,5,2,0,0
218,34,No,Non-Travel,360,Research & Development,6,3,Life Sciences,1.0,3,Female,49,3,Laboratory Technician,3,Single,7922.0,4,Yes,25,3,3,80,1,16,2,1,3,1,2,0
219,32,No,Travel_Frequently,412,Sales,11,5,Human Resources,1.0,2,Female,56,3,Sales Executive,4,Single,9071.0,2,No,20,4,3,80,0,14,2,3,1,1,1,1
220,37,No,Travel_Frequently,429,Sales,11,4,Medical,1.0,4,Male,58,3,Sales Executive,4,Married,9438.0,3,No,22,3,4,80,1,19,0,3,5,4,0,5
221,60,No,Travel_Rarely,452,Research & Development,17,1,Medical,1.0,1,Female,62,4,Research Scientist,4,Married,9963.0,7,No,17,3,2,80,0,42,0,3,0,0,0,0
222,18,No,Travel_Rarely,395,Research & Development,8,5,Life Sciences,1.0,2,Male,54,3,Laboratory Technician,4,Married,8707.0,0,No,25,3,4,80,1,0,4,3,0,0,0,0
223,43,No,Travel_Rarely,705,Research & Development,12,4,Life Sciences,1.0,2,Male,96,3,Research Director,4,Single,15513.0,7,Yes,24,3,3,80,0,25,1,3,5,5,0,2
224,20,No,Travel_Frequently,524,Sales,11,5,Technical Degree,1.0,3,Male,72,4,Sales Executive,4,Divorced,11532.0,7,No,22,3,4,80,1,2,0,3,2,2,1,2
225,32,No,Non-Travel,377,Sales,19,4,Medical,1.0,3,Male,51,2,Sales Representative,2,Divorced,8307.0,4,No,13,3,2,80,0,14,4,3,5,5,0,3
226,47,No,Travel_Rarely,487,Sales,17,4,Life Sciences,1.0,4,Male,67,4,Sales Representative,2,Married,10731.0,5,No,15,3,4,80,0,29,1,3,2,1,2,0
227,37,No,Travel_Rarely,426,Sales,13,4,Medical,1.0,2,Female,58,3,Sales Executive,4,Single,9393.0,5,No,17,3,2,80,0,19,1,3,5,4,2,5
228,26,No,Travel_Rarely,259,Research & Development,3,3,Life Sciences,1.0,1,Male,35,3,Research Scientist,3,Single,5718.0,0,No,21,3,4,80,1,8,5,2,0,0,0,0
229,29,No,Travel_Frequently,333,Sales,16,3,Marketing,1.0,3,Male,45,2,Sales Executive,4,Divorced,7336.0,3,Yes,12,3,4,80,2,11,4,3,11,0,4,4
230,43,No,Travel_Rarely,399,Research & Development,12,4,Other,1.0,4,Male,54,3,Laboratory Technician,2,Married,8783.0,4,No,15,4,4,80,2,25,3,1,16,2,6,1
231,29,No,Travel_Rarely,395,Research & Development,18,2,Marketing,1.0,2,Female,54,3,Manager,4,Married,8692.0,0,No,15,3,4,80,1,11,5,4,0,0,0,0
232,39,No,Travel_Frequently,395,Sales,9,4,Technical Degree,1.0,4,Female,54,4,Sales Representative,4,Married,8694.0,4,No,25,3,1,80,0,21,0,3,1,1,1,0
233,37,No,Travel_Rarely,568,Sales,7,5,Medical,1.0,3,Female,78,2,Manager,3,Single,12501.0,4,No,17,3,4,80,1,19,0,3,0,0,0,0
234,30,No,Travel_Frequently,477,Research & Development,18,4,Life Sciences,1.0,4,Male,65,3,Research Scientist,1,Married,10500.0,5,Yes,24,3,4,80,2,12,1,2,12,0,2,2
235,58,No,Travel_Rarely,620,Research & Development,5,5,Marketing,1.0,3,Female,85,3,Laboratory Technician,4,Married,13658.0,9,Yes,15,4,1,80,0,40,4,3,0,0,0,0
236,43,No,Non-Travel,330,Sales,8,2,Life Sciences,1.0,1,Male,45,3,Sales Executive,3,Married,7278.0,4,Yes,25,3,1,80,0,25,4,3,0,0,0,0
237,18,No,Travel_Rarely,338,Sales,16,4,Technical Degree,1.0,4,Female,46,3,Sales Representative,4,Single,7456.0,1,No,14,3,3,80,1,0,4,2,0,0,0,0
238,38,No,Travel_Rarely,703,Research & Development,3,5,Medical,1.0,3,Female,96,3,Research Director,3,Divorced,15480.0,6,No,25,3,2,80,1,20,3,3,1,1,1,0
239,30,No,Non-Travel,456,Research & Development,6,4,Life Sciences,1.0,2,Male,62,3,Research Scientist,4,Married,10045.0,4,No,25,3,4,80,1,12,0,3,12,7,5,7
240,45,No,Travel_Rarely,449,Research & Development,10,4,Life Sciences,1.0,3,Female,61,3,Research Scientist,1,Married,9886.0,5,No,18,3,2,80,1,27,2,3,11,1,4,0
241,29,No,Travel_Rarely,346,Sales,24,5,Medical,1.0,3,Male,47,2,Sales Executive,3,Married,7628.0,0,No,17,4,4,80,1,11,3,2,1,0,0,1
242,35,No,Non-Travel,376,Research & Development,4,5,Medical,1.0,2,Male,51,2,Research Scientist,4,Single,8293.0,4,No,11,3,4,80,0,17,4,2,4,0,0,1
243,42,No,Travel_Rarely,614,Research & Development,9,4,Technical Degree,1.0,2,Female,84,3,Research Director,3,Single,13527.0,3,No,15,2,2,80,2,22,3,4,12,0,1,1
244,45,No,Travel_Rarely,411,Research & Development,5,4,Life Sciences,1.0,1,Male,56,4,Laboratory Technician,4,Married,9043.0,3,Yes,17,3,4,80,0,27,2,3,0,0,0,0
245,24,No,Non-Travel,349,Research & Development,9,4,Technical Degree,1.0,4,Female,48,3,Laboratory Technician,2,Single,7685.0,1,No,12,3,1,80,0,6,3,4,4,0,0,1
246,33,No,Travel_Rarely,454,Human Resources,8,3,Life Sciences,1.0,2,Male,62,2,Manager,4,Married,9991.0,4,Yes,22,3,3,80,2,15,3,3,4,4,4,4
247,32,No,Travel_Rarely,440,Research & Development,9,3,Medical,1.0,3,Female,60,4,Research Director,4,Married,9686.0,1,No,21,1,2,80,3,14,2,3,14,1,0,14
248,30,No,Travel_Rarely,443,Research & Development,10,3,Medical,1.0,3,Female,61,3,Manager,2,Divorced,9767.0,4,No,14,3,4,80,0,12,3,2,2,0,1,2
249,54,No,Travel_Rarely,712,Research & Development,13,2,Life Sciences,1.0,4,Female,97,2,Research Director,4,Married,15664.0,5,Yes,24,3,4,80,0,36,4,4,1,1,0,1
250,41,No,Travel_Rarely,630,Research & Development,18,4,Life Sciences,1.0,4,Male,86,2,Research Director,3,Married,13872.0,3,No,11,3,4,80,2,23,3,2,2,2,0,2
251,24,No,Travel_Rarely,337,Sales,7,4,Life Sciences,1.0,3,Male,46,3,Sales Representative,4,Divorced,7415.0,3,No,20,3,3,80,0,6,3,3,2,2,0,1
252,46,Yes,Travel_Rarely,641,Research & Development,4,5,Life Sciences,1.0,4,Female,88,3,Manager,3,Married,14104.0,5,Yes,23,3,2,80,2,28,1,3,11,7,2,7
253,18,No,Travel_Rarely,397,Research & Development,8,4,Marketing,1.0,3,Female,54,3,Research Scientist,3,Single,8736.0,2,No,12,3,1,80,0,0,0,3,0,0,0,0
254,47,No,Travel_Rarely,624,Human Resources,5,4,Medical,1.0,1,Male,85,3,Manager,1,Married,13729.0,7,Yes,16,2,2,80,1,29,6,3,4,2,1,0
255,21,No,Travel_Rarely,392,Research & Development,13,4,Medical,1.0,4,Male,53,3,Laboratory Technician,4,Single,8625.0,6,No,24,3,3,80,2,3,3,2,3,3,2,0
256,32,No,Travel_Rarely,381,Sales,7,4,Human Resources,1.0,3,Female,52,4,Sales Executive,3,Married,8395.0,4,No,21,3,4,80,1,14,3,2,6,6,1,6
257,49,No,Travel_Rarely,475,Human Resources,6,3,Medical,1.0,2,Female,65,3,Human Resources,2,Married,10462.0,4,No,20,3,3,80,0,31,3,3,0,0,0,0
258,29,No,Travel_Rarely,427,Research & Development,11,5,Marketing,1.0,2,Female,58,3,Research Scientist,4,Married,9399.0,0,Yes,25,3,4,80,1,11,2,2,7,0,1,4
259,41,Yes,Travel_Rarely,530,Human Resources,7,4,Medical,1.0,3,Female,72,2,Manager,3,Single,11660.0,6,No,20,3,2,80,1,23,3,2,2,2,0,2
260,44,No,Non-Travel,441,Sales,9,4,Other,1.0,4,Male,60,3,Sales Executive,2,Married,9710.0,5,No,24,3,3,80,1,26,2,3,8,3,1,2
261,27,No,Travel_Frequently,547,Sales,12,5,Medical,1.0,3,Female,75,2,Manager,1,Married,12051.0,1,No,21,3,4,80,0,9,4,3,5,1,0,3
262,36,Yes,Travel_Rarely,100,Human Resources,24,3,Life Sciences,1.0,1,Male,30,3,Healthcare Representative,4,Married,4943.9992,1,Yes,12,3,3,80,2,18,2,3,9,4,0,2
263,18,No,Travel_Rarely,177,Research & Development,8,2,Marketing,1.0,4,Male,30,3,Laboratory Technician,4,Single,4943.9992,1,Yes,14,3,3,80,1,0,3,2,0,0,0,0
264,26,No,Non-Travel,688,Research & Development,8,3,Life Sciences,1.0,2,Male,94,3,Research Director,4,Divorced,15139.0,6,No,14,3,1,80,3,8,2,4,8,0,1,8
265,34,No,Travel_Rarely,378,Sales,4,4,Life Sciences,1.0,4,Male,52,3,Sales Executive,3,Single,8328.0,5,No,15,3,2,80,0,16,5,3,3,3,3,3
266,24,Yes,Travel_Rarely,394,Research & Development,8,4,Life Sciences,1.0,4,Male,54,3,Research Scientist,1,Divorced,8687.0,2,Yes,16,3,4,80,1,6,3,2,2,0,2,1
267,53,No,Travel_Rarely,695,Research & Development,11,2,Technical Degree,1.0,3,Female,95,3,Research Director,3,Married,15303.0,5,No,17,3,4,80,1,35,4,3,1,1,1,1
268,22,No,Non-Travel,216,Research & Development,4,2,Medical,1.0,2,Female,30,1,Laboratory Technician,4,Single,4943.9992,0,No,18,3,1,80,0,4,1,2,4,4,4,1
269,32,No,Travel_Rarely,623,Research & Development,14,4,Medical,1.0,2,Female,85,2,Manufacturing Director,1,Single,13717.0,0,No,18,3,3,80,1,14,4,3,2,2,2,2
270,38,No,Travel_Frequently,408,Sales,13,5,Life Sciences,1.0,2,Male,56,3,Sales Representative,1,Married,8992.0,4,No,22,4,3,80,1,20,5,3,8,7,2,1
271,51,No,Travel_Rarely,520,Sales,9,2,Life Sciences,1.0,1,Female,71,3,Manager,4,Divorced,11444.0,4,No,11,4,3,80,2,33,3,3,1,1,0,1
272,22,No,Travel_Rarely,593,Research & Development,3,4,Human Resources,1.0,2,Female,81,3,Research Director,1,Divorced,13048.0,5,Yes,20,3,1,80,1,4,2,3,4,1,0,4
273,48,No,Travel_Rarely,445,Research & Development,17,4,Medical,1.0,1,Male,61,2,Laboratory Technician,4,Single,9792.0,6,No,20,3,3,80,2,30,2,3,6,4,2,4
274,37,No,Travel_Rarely,430,Sales,3,4,Medical,1.0,4,Male,59,2,Sales Representative,4,Married,9466.0,5,No,21,3,4,80,1,19,3,1,4,0,4,4
275,27,No,Travel_Frequently,320,Research & Development,8,3,Life Sciences,1.0,2,Male,44,3,Laboratory Technician,1,Single,7041.0,1,No,15,3,3,80,1,9,0,3,0,0,0,0
276,41,No,Non-Travel,613,Research & Development,9,4,Life Sciences,1.0,4,Male,84,3,Research Director,1,Single,13487.0,4,Yes,25,3,2,80,2,23,4,4,2,2,0,2
277,38,No,Travel_Rarely,453,Sales,22,4,Life Sciences,1.0,3,Male,62,3,Sales Executive,4,Divorced,9971.0,5,No,24,4,1,80,2,20,2,3,12,0,1,2
278,30,No,Travel_Rarely,552,Research & Development,13,4,Life Sciences,1.0,3,Female,76,3,Manager,3,Divorced,12160.0,5,No,22,3,2,80,3,12,3,3,8,8,0,8
279,37,No,Travel_Rarely,574,Research & Development,9,5,Life Sciences,1.0,3,Female,78,4,Research Scientist,3,Married,12638.0,6,No,17,1,4,80,2,19,2,3,19,5,2,1
280,33,No,Travel_Rarely,296,Research & Development,11,2,Life Sciences,1.0,4,Female,40,3,Laboratory Technician,4,Single,6518.0,1,No,23,3,1,80,0,15,3,4,2,2,1,2
281,38,No,Travel_Rarely,335,Research & Development,18,3,Marketing,1.0,2,Female,46,3,Research Scientist,1,Married,7372.0,4,Yes,22,3,3,80,2,20,0,3,18,2,1,1
282,60,No,Travel_Rarely,870,Research & Development,9,5,Medical,1.0,4,Male,100,3,Manufacturing Director,3,Married,16647.0024,4,Yes,21,3,3,80,0,42,3,3,3,2,3,2
283,52,No,Travel_Rarely,652,Human Resources,6,4,Technical Degree,1.0,2,Male,89,3,Manager,3,Divorced,14351.0,7,No,19,3,2,80,2,34,1,3,0,0,0,0
284,24,No,Travel_Rarely,292,Research & Development,10,4,Life Sciences,1.0,1,Male,40,3,Laboratory Technician,1,Divorced,6430.0,1,No,20,3,1,80,0,6,5,3,3,3,1,1
285,58,Yes,Travel_Frequently,610,Sales,4,5,Life Sciences,1.0,4,Male,84,3,Sales Representative,2,Single,13440.0,9,Yes,20,3,3,80,1,40,5,3,1,0,1,1
286,18,Yes,Travel_Frequently,289,Research & Development,9,4,Medical,1.0,4,Female,39,2,Research Scientist,1,Single,6365.0,3,No,19,3,4,80,0,0,2,4,0,0,0,0
287,35,No,Travel_Rarely,410,Sales,11,4,Life Sciences,1.0,1,Female,56,4,Sales Executive,3,Divorced,9031.0,3,No,20,3,4,80,0,17,2,3,2,2,2,1
288,42,No,Non-Travel,362,Sales,5,2,Life Sciences,1.0,3,Male,49,4,Sales Representative,3,Married,7972.0,3,Yes,23,4,4,80,0,24,4,3,2,1,0,0
289,39,No,Travel_Rarely,392,Human Resources,6,4,Marketing,1.0,4,Male,53,2,Human Resources,3,Married,8625.0,3,No,19,3,3,80,0,21,1,3,0,0,0,0
290,30,No,Travel_Rarely,410,Sales,16,4,Human Resources,1.0,4,Female,56,3,Sales Executive,1,Single,9030.0,1,Yes,11,4,4,80,1,12,2,3,2,2,2,1
291,34,No,Travel_Rarely,422,Research & Development,6,4,Life Sciences,1.0,1,Female,58,4,Laboratory Technician,4,Single,9288.0,4,No,11,3,3,80,1,16,0,3,6,6,4,5
292,32,No,Travel_Rarely,297,Research & Development,23,3,Technical Degree,1.0,3,Female,40,2,Laboratory Technician,2,Single,6554.0,3,No,15,3,3,80,2,14,3,1,10,1,1,4
293,31,Yes,Travel_Rarely,288,Research & Development,8,2,Life Sciences,1.0,2,Male,39,4,Research Scientist,4,Single,6353.0,2,Yes,17,4,1,80,1,13,3,1,0,0,0,0
294,45,No,Non-Travel,433,Sales,12,3,Medical,1.0,2,Male,59,3,Sales Representative,4,Married,9544.0,5,No,15,3,4,80,0,27,3,3,0,0,0,0
295,40,No,Travel_Frequently,390,Research & Development,12,3,Human Resources,1.0,4,Male,53,4,Research Scientist,4,Married,8580.0,6,No,19,3,3,80,0,22,2,3,6,3,1,1
296,30,No,Travel_Rarely,480,Human Resources,11,4,Medical,1.0,3,Female,66,3,Manager,4,Married,10564.0,1,No,22,3,4,80,1,12,4,4,0,0,0,0
297,45,Yes,Travel_Rarely,382,Research & Development,7,1,Technical Degree,1.0,1,Male,52,2,Laboratory Technician,1,Single,8408.0,4,No,15,3,4,80,0,27,4,1,0,0,0,0
298,40,No,Travel_Rarely,381,Research & Development,9,3,Marketing,1.0,1,Male,52,2,Laboratory Technician,4,Single,8384.0,4,No,12,3,3,80,0,22,3,2,2,2,0,2
